id,ID2,Einrichtung,Trager,Anzeigen,Typ,Schlagworte,Zielgruppe,Beratungsmoglichkeiten,Prio,Sprachen,Barrierefreiheit,Kategorie,Uber_uns,Strasse,Hausnummer,Zusatz,PLZ,Bezirk,Stadtteil,Telefonnummer,EMail,Website,c24_h_7_Tage,Montag,Dienstag,Mittwoch,Donnerstag,Freitag,Samstag,Sonntag,Art_der_Anmeldung,Weitere_Offnungszeiten,lat,long,Ready
215,471,Teilhabefachdienst Jugend Spandau,"Bezirksamt Spandau, Jugendamt",1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Aufgabe des Teilhabefachdienstes Jugend ist es, eine drohende Behinderung zu verhüten oder eine vorhandene Behinderung oder deren Folgen zu beseitigen oder zu mildern und Kinder und Jugendliche mit Behinderung in die Gesellschaft einzugliedern.",Klosterstraße,36,Jugendamt,13581,Spandau,Wilhelmstadt,030 902793200,teilhabefachdienst.jugend@ba-spandau.berlin.de,https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/jugendamt/materielle-und-familienunterstuetzende-hilfen/teilhabefachdienst-jugend-267936.php,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Sprechzeiten ausschließlich nach vorheriger Vereinbarung (telefonisch bzw. Mail),52.53249,13.19862,true
216,Sen020,Teilhabefachdienst Jugend Steglitz-Zehlendorf,Bezirksamt Steglitz-Zehlendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Keine Angabe,Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Kirchstraße,1/3,,14163,Steglitz-Zehlendorf,Zehlendorf,"030 90299-3576 ",jugendamt-thfd@ba-sz.berlin.de,https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/jugendamt/beratung-und-unterstuetzung/blb/artikel.331387.php,nein,10:00 - 14:00,10:00 - 14:00,10:00 - 14:00,15:00 - 18:00,10:00 - 14:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",Unsere Sprechstunden sind Dienstag 09:00-13:00 Uhr und Donnerstag 16:00-18:00 Uhr.,52.43333,13.25795,true
217,Sen026,Teilhabefachdienst Jugend Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Rathausstraße,27,,12105,Tempelhof-Schöneberg,Mariendorf,030 90277-1999,teilhabefachdienst-jugend@ba-ts.berlin.de,https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/jugendamt/wir-fuer-kinder-jugendliche-und-familien/der-teilhabefachdienst-fuer-kinder-und-jugendliche-thfd-jug-in-tempelhof-schoeneberg-904318.php,nein,09:00 - 12:00,09:00 - 12:00,09:00 - 12:00,16:00 - 18:00,09:00 - 12:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.44587,13.37917,true
218,Sen022,Teilhabefachdienst Jugend Treptow-Köpenick,Bezirksamt Treptow-Köpenick,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14,20]",Kinder & Jugendliche,,Niedrig,Deutsch,Keine Angabe,Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Groß-Berliner Damm,154,,12489,Treptow-Köpenick,Adlershof,030 90297-5199,Teilhabefachdienst.JUG@ba-tk.berlin.de,https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/jugendamt/ueber-uns/artikel.109070.php,nein,Geschlossen,09:00 - 12:00,Geschlossen,14:00 - 18:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail","Sprechzeiten: Dienstag von 9:00 – 12:00 Uhr und Donnerstag von 14:00 – 18:00 Uhr. ",52.43405,13.53115,true
219,Sen014,Teilhabefachdienst Lichtenberg,Bezirksamt Lichtenberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Alt-Friedrichsfelde,60,,10360,Lichtenberg,Friedrichsfelde,030 90296-4040,info.sozialamt@lichtenberg.berlin.de,https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.337821.php,nein,Geschlossen,09:00 - 12:00,09:00 - 12:00,09:00 - 12:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.50937,13.52556,true
220,Sen013,Teilhabefachdienst Marzahn-Hellersdorf,Bezirksamt Marzahn-Hellersdorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Teilhabefachdienst,,Riesaer Straße,94,,12627,Marzahn-Hellersdorf,Hellersdorf,030 90293-4397,Teilhabesoz@ba-mh.berlin.de,https://www.berlin.de/ba-marzahn-hellersdorf/politik-und-verwaltung/aemter/amt-fuer-soziales/eingliederung-fuer-behinderte/,nein,09:00 - 12:00,09:00 - 12:00,Geschlossen,09:00 - 12:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.53129,13.61631,true
221,392,Teilhabefachdienst Mitte,Bezirksamt Mitte,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Der Teilhabefachdienst ist zuständig für besondere Leistungen zur selbstbestimmten Lebensführung für Menschen mit Behinderungen (Eingliederungshilfe). 
Der Teilhabefachdienst berät und entscheidet über Leistungsanträge auf Eingliederungshilfe nach dem Sozialgesetzbuch Neuntes Buch (SGB IX).",Müllerstraße,146,Rathaus Wedding,13353,Mitte,Wedding,030 9018-42361,soz-eingliederungshilfe@ba-mitte.berlin.de,https://www.berlin.de/ba-mitte,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.54766,13.3564,true
222,240,Teilhabefachdienst Neukölln,Bezirksamt Neukölln,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Der Teilhabefachdienst prüft Anträge auf Eingliederungshilfe nach dem SGB IX.
Menschen mit körperlichen, geistigen und seelischen Behinderungen, die durch ihre Behinderung in der Teilhabe eingeschränkt
sind, können hier Anträge stellen.",Karl-Marx-Straße,83,,12040,Neukölln,Neukölln,030 902390,soziales@bezirksamt-neukoelln.de,https://www.berlin.de/ba-neukoelln/,nein,Geschlossen,09:00 - 12:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Nach telefonischer Vereinbarung.,52.48133,13.43498,true
223,297,Teilhabefachdienst Pankow,Bezirksamt Pankow,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Weitere Sprachen mit Sprachmittlung","Gebärdensprachler vor Ort, Rollstuhlgerechter Zugang",Teilhabefachdienst,"Hier können Leistungen der Eingliederungshilfe beantragt werden. Ziel der Eingliederungshilfe ist es, Menschen mit Behinderungen eine möglichst gleichberechtigte Teilhabe in allen Lebensbereichen zu ermöglichen und ihre Selbstbestimmung zu stärken. Es finden dazu auch Beratungen statt.",Fröbelstraße,17,Haus 3,10405,Pankow,Prenzlauer Berg,"030 902955-766, 030 902955-771",teilhabeplanung.sozialamt@ba-pankow.berlin.de,https://www.berlin.de/ba-pankow/politik-und-verwaltung/aemter/amt-fuer-soziales/teilhabe/,nein,Geschlossen,09:00 - 11:00,Geschlossen,09:00 - 11:00,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,Außerhalb der Öffnungszeiten ist eine Vorsprache nur nach vorheriger Terminvereinbarung möglich.,52.5405,13.42734,true
224,437,Teilhabefachdienst Reinickendorf,Bezirksamt Reinickendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Besondere Aufgabe des Teilhabefachdienstes ist die Beratung, Begleitung und Bedarfsermittlung und Gewährung von Leistungen der Eingliederungshilfe für Menschen mit Behinderungen.",Eichborndamm,215,,13437,Reinickendorf,Wittenau,030 902944098,Teilhabefachdienst-soz@reinickendorf.berlin.de,,nein,09:00 - 13:00,09:00 - 13:00,09:00 - 13:00,09:00 - 13:00,09:00 - 13:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.589,13.32409,true
225,Sen016,Teilhabefachdienst Spandau,Bezirksamt Spandau,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der Gesellschaft schwierig ist. Wir beraten, ob und wie man Unterstützung bekommen kann. Leistungen sind beispielsweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz.",Galenstraße,14,,13597,Spandau,Spandau,030 90279-3548,teilhabefachdienst-soziales@ba-spandau.berlin.de,https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.442306.php,nein,Geschlossen,09:00 - 12:00,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.53676,13.19683,true
226,171,Teilhabefachdienst Steglitz-Zehlendorf,Bezirksamt Steglitz-Zehlendorf,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Teilhabefachdienst,Antragstellung auf Leistungen zur Teilhabe; Sozialgesetzbuch IX; Ermittlung von Unterstützungs-/Hilfebedarfen; passgenaue Hilfen / Angebote finden / vermitteln;,Hanna-Renate-Laurien-Platz,1,,12247,Steglitz-Zehlendorf,Lankwitz,030 902990,soz-teilhabefachdienst@ba-sz.berlin.de,https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/amt-fuer-soziales/teilhabefachdienst-soziales/,nein,Geschlossen,09:00 - 13:00,Geschlossen,09:00 - 13:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.43851,13.34354,true
227,Sen017,Teilhabefachdienst Tempelhof-Schöneberg,Bezirksamt Tempelhof-Schöneberg,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,Deutsch,Rollstuhlgerechter Zugang,Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Tempelhofer Damm,165,,12099,Tempelhof-Schöneberg,Tempelhof,030 115,sozialwesen@ba-ts.berlin.de,https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.338665.php,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.46268,13.38591,true
228,324,Teilhabefachdienst Treptow-Köpenick,Bezirksamt Treptow-Köpenick,1,Amt,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,15,16,14]",,,Niedrig,"Deutsch, Russisch, Türkisch, Weitere Sprachen, Ukrainisch","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Teilhabefachdienst,"Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ",Hans-Schmidt-Straße,18,,12489,Treptow-Köpenick,Adlershof,030 90297-0,sozialamt.poststelle@ba-tk.berlin.de,https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.82884.php,nein,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,08:30 - 12:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail",Die Sprechzeiten der allgemeinen Erstberatung sind Montag bis Freitag von 08:30 Uhr bis 12:00 Uhr. Telefon:030/90297-6125.,52.4341,13.53294,true
229,Sen108,Therapiegruppe für Frauen mit sexueller Gewalterfahrung,LARA - Verein gegen sexuelle Gewalt an Frauen e.V.,1,Selbsthilfe,"[""L"",23,17]",Frauen,,Mittel,Deutsch,Keine Angabe,Selbsthilfegruppe,,Fuggerstraße,19,,10777,Tempelhof-Schöneberg,,030 2168888,beratung@lara-berlin.de,https://lara-berlin.de/home,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,15:30 - 17:30,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,,52.498694018581354,13.345360089802893,true
230,225,Therapieladen e.V.: Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e.V.,Therapieladen e.V.: Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e.V.,1,Beratung,"[""L"",9,8,25,20]","Angehörige, Kinder & Jugendliche",,Hoch,"Deutsch, Englisch",Keine Angabe,IGPP Handlungsfeld Drogen/Sucht,"Wir helfen allen, die psychische Probleme bzw. Suchtprobleme im Zusammenhang mit Ihrem Cannabiskonsum haben. Wir bitten suchtspezifische Einzel- und Gruppentherapie an. Für Minderjährige bieten wir auch Familientherapie an und unterstützen die Eltern.",Potsdamer straße,131,,10783,Tempelhof-Schöneberg,Schöneberg,030 23607790,info@therapieladen.de,https://www.therapieladen.de,nein,09:00 - 19:00,09:00 - 18:30,09:00 - 18:30,09:00 - 18:30,09:00 - 17:00,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,,52.49723,13.36212,true
231,533,TransVer- Ressourcen-Netzwerk zur interkulturellen Öffnung,Charité- Universitätsmedizin Berlin,1,Beratung,"[""L"",1,3,5,6,2,4,10,11,7,9,12,8,23,22]",Migration & Flucht,,Mittel,Alle Sprachen,Rollstuhlgerechter Zugang,Klinik mit Beratungsangebot,"Wir beraten Menschen mit Migrations- und Fluchtgeschichte bei psychischen Problemen in allen Sprachen. Wir informieren, vermitteln und begleiten Sie zu der für Sie richtigen Unterstützung und Behandlung.",Müllerstraße,156 A,1. Hinterhof,13353,Mitte,Wedding,030 20969040,transver@charite.de,https://www.transver-berlin.de,nein,Geschlossen,09:00 - 18:00,Geschlossen,09:00 - 17:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",Sie können uns jederzeit anrufen oder eine email schreiben. Wir reagieren sofort.,52.54517322,13.3599995,true
232,312,Traumaambulanz Berlin,Friedrich von Bodelschwingh-Klinik,1,Beratung,"[""L"",23,25]",Angehörige,,Niedrig,"Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Klinik mit Beratungsangebot,"Die Traumaambulanz bietet psychotherapeutische Unterstützung für Opfer von Gewalttat. Auch Personen, die eine Gewalttat als Zeuge miterlebt haben und nahstehende Personen, die in der Folge unter psychischer Belastung leiden, können in der Traumaambulanz kostenlos Unterstützung erhalten.",Landhausstraße,33,,10717,Charlottenburg-Wilmersdorf,Wilmersdorf,030 5472-7887,traumaambulanz@fvbk.de,https://www.bodelschwingh-klinik.de/einrichtungen-und-angebote/traumaambulanz.html,nein,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.48951,13.32896,true
233,578,Treffpunkt Mexikoplatz,Perspektive Zehlendorf e. V.,1,Beratung,"[""L"",1,3,5,6,2]",,,Mittel,"Deutsch,Arabisch",Keine Angabe,Kontakt- und Beratungsstelle,"Die psychosoziale Kontakt- und Beratungsstelle steht allen Menschen offen, die gerne neue Kontakte knüpfen möchten, Sorgen, Probleme oder Ängste haben und Unterstützung suchen, in Behördenangelegenheiten Klarheit gewinnen wollen, sich in einer psychischen Krise befinden und Rat suchen (z.B. nach einem Klinikaufenthalt). Wir bieten bieten psychosoziale Beratung bei persönlichen, familiären oder psychischen Problemen an. Die Beratungen sind anonym und kostenlos.",Mexikoplatz,4,,14163,Steglitz-Zehlendorf,Zehlendorf,030 8017026,info@treffpunkt-mexikoplatz.de,https://www.perspektive-zehlendorf.de/de/beratung-und-betreuung/kontakt-und-beratungsstelle/kontakt-und-beratungstelle.php,nein,10:00 - 17:00,12:30 - 17:00,10:00 - 14:00,10:00 - 17:30,10:00 - 11:00,Geschlossen,Geschlossen,"Termine können vereinbart werden: vor Ort, telefonisch, per Mail","Offener Treff: Montag 13:00 - 14:30 Uhr, Dienstag 15:30 - 17:00 Uhr, Mittwoch 10:00 - 11:30 Uhr, Donnerstag 11:00 - 11:30 Uhr",52.43778542,13.23356473,true
236,563,Tuvan Vietnam Ambulanz,Evangelisches Krankenhaus Königin Elisabeth Herzberge,1,Beratung,"[""L"",1,22]",Migration & Flucht,,Mittel,Vietnamesisch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Klinik mit Beratungsangebot,PIA CPC des Evangelisches Krankenhaus Königin Elisabeth Herzberge dient der ambulanten Behandlung von Menschen mit chronischen psychischen Erkrankungen. Die psychiatrische Behandlung und psychosoziale Beratung erfolgt stets mit muttersprachlicher vietnamesischer Sprachvermittlung.,Weissenseer Weg,111,,10369,Lichtenberg,Fennpfuhl,030 5472-4350,tuvan-vietnam@keh-berlin.de,https://www.keh-berlin.de,nein,Geschlossen,15:00 - 18:30,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail",,52.5271477,13.4786556,true
237,163,VAHA,Stiftung SPI,1,Beratung,"[""L"",16,5,1,3,23]",,,Mittel,"Deutsch, Englisch, Türkisch, Arabisch, Kurdisch, weitere Sprachen mit Dolmetschdiensten",Keine Angabe,IGPP Handlungsfeld Besondere Bedarfslagen,VAHA ist ein offener Treffpunkt mit gesundheitlicher Beratung für Frauen und Mädchen mit Migrationshintergrund und/oder Fluchterfahrung.,Torfstraße,20,,13353,Mitte,,030 23935708,vaha@gwb.stiftung-spi.de,https://www.stiftung-spi.de/service/projekte/detail/vaha,nein,Geschlossen,09:30 - 16:00,09:30 - 16:00,09:30 - 16:00,Geschlossen,Geschlossen,Geschlossen,Keine Anmeldung nötig.,Freitag nach Vereinbarung.,52.54124,13.35032,true
238,593,Wigwam Zero,Verbund für integrative soziale und therapeutische Arbeit gGmbH (vista gGmbH),1,Beratung,"[""L"",7,14,17,25]","Frauen, Angehörige",,Mittel,"Deutsch, Sonstige","Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",Kontakt- und Beratungsstelle,"Wenn Sie schwanger sind, dürfen Sie keinen Alkohol trinken. Wenn Sie Alkohol trinken, kann sich Ihr Baby nicht gut entwickeln. Wir können persönlich miteinander reden. Wenn Sie möchten, müssen Sie Ihren Namen nicht sagen. Zum Thema Alkoholkonsum in der Schwangerschaft führen wir auch Schulungen und weitere Präventionsarbeit durch.",Stromstraße,47,,10551,Mitte,Moabit,030 224451-414,wigwam-zero@vistaberlin.de,https://www.wigwamzero.de,nein,09:00 - 14:00,09:00 - 14:00,09:00 - 14:00,09:00 - 14:00,09:00 - 14:00,Geschlossen,Geschlossen,"Eine vorherige Anmeldung ist gewünscht.: Persönlich vor Ort, Telefonische Terminvergabe, Terminvergabe per Mail",,52.52940825,13.34244788,true
239,Sen078,Wohnortnahe psychosoziale Beratung und Hilfen zur Selbsthilfe rheumakranker Menschen,Deutsche Rheuma-Liga Berlin e. V.,1,Beratung,"[""L"",16,20,21]","Kinder & Jugendliche, Senioren",,Hoch,Deutsch,"Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung",IGPP Handlungsfeld Besondere Bedarfslagen,"Wohnortnahe Beratung zu allen Themen, die sich bei rheumatischen Erkrankungen ergeben, unter anderem: ambulante und stationäre Versorgung und Bewegungsangebote, sozialrechtliche Themen, Selbsthilfemöglichkeiten, Themen rund um die Krankheitsbewältigung, Informationsveranstaltungen, ehrenamtliches Engagement",Mariendorfer Damm,161a,Hauptgeschäftsstelle,12107,Tempelhof-Schöneberg,,030 322902950,beratung@rheuma-liga-berlin.de,https://rheuma-liga-berlin.de/,nein,09:00 - 16:00,09:00 - 16:00,09:00 - 16:00,09:00 - 13:00; 14:00 - 17:00,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail","abweichend in den bezirklichen Treffpunkten und Beratungsstellen, auf Anfrage",52.43741,13.38862,true
240,575,XENION - Psychosoziale Hilfen für politisch Verfolgte e.V.,XENION - Psychosoziale Hilfen für politisch Verfolgte e.V.,1,Beratung,"[""L"",3,6,23,22]",Migration & Flucht,,Mittel,"Deutsch,Arabisch,Bosnisch,Serbisch,Kroatisch,Englisch,Französisch,Kurdisch,Polnisch,Rumänisch,Russisch,Türkisch,Weitere Sprachen mit Sprachmittlung",Keine Angabe,Sonstiges,"XENION unterstützt Geflüchtete, die Gewalt und Traumata erfahren haben. Wir helfen mit Psychotherapie, Beratung zu Asyl- und Aufenthaltsrecht und Alltagsbegleitung.",Paulsenstraße,55,,12163,Steglitz-Zehlendorf,Steglitz,030 880667322,info@xenion.org,https://www.xenion.org/,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: telefonisch, per Mail",,52.46051995,13.31065627,true
241,500,ZENTRUM FÜR VERHALTENSSUCHT Café Beispiellos + Lost in Space,Caritasverband für das Erzbistum Berlin e.V.,1,Beratung,"[""L"",10,11,25]",Angehörige,,Hoch,"Deutsch, Arabisch, Bosnisch, Serbisch, Kroatisch, Englisch, Russisch",Rollstuhlgerechter Zugang,IGPP Handlungsfeld Drogen/Sucht,"Hilfe bei Verhaltenssüchten. Ob Glücksspielsucht, Computerspielsucht, Internetsucht, Kaufsucht oder Pornografiesucht – Verhaltenssüchte nehmen zu und es wird immer leichter, unbemerkt abzutauchen und sich in einer anderen Welt zu verlieren, bis sie das Leben beherrschen. Wenn Sie denken, Sie sind gefährdet oder bereits süchtig, sind Sie bei uns richtig. Oft sind es auch die Angehörigen, die sich Sorgen machen und Beratung wünschen.",Wartenburgstraße,8,,10963,Friedrichshain-Kreuzberg,Kreuzberg,030 66633955,verhaltenssucht@caritas-berlin.de,https://www.verhaltenssucht-berlin.de,nein,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 20:00,09:00 - 15:00,Geschlossen,Geschlossen,"Bitte Termin vereinbaren: vor Ort, telefonisch, Online",,52.49579,13.38043,true
242,612,ZENTRUM FÜR VERHALTENSSUCHT DIGITAL - voll normal?!,Caritas Berlin | Caritasverband für das Erzbistum Berlin e.V.,1,Beratung,"[""L"",11]",,,Hoch,"Deutsch, Englisch, Türkisch",Rollstuhlgerechter Zugang,Sonstiges,DIGITAL – voll normal?! bietet Unterstützung auf dem Weg in ein selbstbestimmtes und gesundes digitales Leben - und das von Anfang an. In unserem Angebot finden Sie für jedes Alter das geeignete Programm. Mit Workshops und Projekttagen werden Kinder und Jugendliche für einen gesunden Umgang mit digitalen Medien sensibilisiert. Auf Elternabenden erhalten Erwachsene praktische Lösungsansätze für eine erfolgreiche Medienerziehung zu Hause. In Fortbildungsveranstaltungen werden Fachkräfte in ihrer täglichen Arbeit mit Heranwachsenden unterstützt. Machen Sie mit!,Schreinerstraße,30,,10247,Friedrichshain-Kreuzberg,Kreuzberg,030 66633959,digitalvollnormal@caritas-berlin.de,https://digitalvollnormal.de,nein,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Geschlossen,Termine können vereinbart werden: per Mail,,52.48862383,13.422583,true
243,548,Zentrum ÜBERLEBEN gGmbH,Zentrum ÜBERLEBEN gGmbH,1,Beratung,"[""L"",23,22]",Migration & Flucht,,Hoch,"Bosnisch, Serbisch, Kroatisch, Bulgarisch, Englisch, Französisch, Kurdisch, Polnisch, Rumänisch, Russisch, Türkisch, Farsi, Dari, Ukrainisch, Urdu, Hindi, Mandinka, Wolof, Albanisch, Sorani, Fila, Sousou",Rollstuhlgerechter Zugang,Sonstiges,"Unsere Arbeit hilft Menschen, die u.a. durch Folter, Krieg oder auf der Flucht unfassbares Leid erfahren haben, zu stabilisieren und ihnen neue Perspektiven zu eröffnen. Hierfür stehen folgende Angebote zu Verfügung: medizinische und psychologische Diagnostik, soziale Beratung und Unterstützung, medizinische und psychotherapeutische Behandlung (einzeln und in der Gruppe). Für die sprachliche Verständigung stehen Dolmetscher*innen zur Verfügung. Die Angebote richten sich an geflüchtete Menschen mit Kriegs-/Folter-/ und Verfolgungserfahrung, traumatisierte geflüchtete Menschen",Turmstraße,21,"Haus K, Aufgang D, 3. OG",10559,Mitte,Moabit,030 3039060,mail@ueberleben.org,https://www.ueberleben.org/,nein,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,Geschlossen,Geschlossen,Bitte Termin vereinbaren: telefonisch,"Telefonsprechstunde Ambulante Abteilung für Erwachsene: Mittwochs 11:00 bis 12:00 Uhr Tel.: 030 3039060, Telefonsprechstunde Ambulante Abteilung für Kinder und Jugendliche: Mittwochs 12:00 bis 13:00 Uhr, Tel.: 030 30390611",52.526463,13.347993,true
