Anzeigen;ID;Einrichtung;Prio;Schlagworte;Zielgruppe;Träger;Kategorie;Beratungsmöglichkeiten;Sprachen;Barrierefreiheit;Über uns;Strasse;Hausnummer;Zusatz;PLZ;Bezirk;Stadtteil;Telefonnummer;EMail;Website;24 h/7 Tage;Montag;Dienstag;Mittwoch;Donnerstag;Freitag;Samstag;Sonntag;Art der Anmeldung;Weitere Öffnungszeiten;lat;long
0;Sen018;Teilhabefachdienst Jugend Reinickendorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Reinickendorf;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Nimrodstraße;4 - 14;Aufgang A, 3. Etage;13469;Reinickendorf;Waidmannslust;030 90294-5199;Teilhabefachdienst-Jug@reinickendorf.berlin.de;https://www.berlin.de/ba-reinickendorf/politik-und-verwaltung/aemter/jugendamt/leistungen/artikel.130243.php;nein;Geschlossen;09:00 - 12:00;Geschlossen;16:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.60496;13.32004
0;471;Teilhabefachdienst Jugend Spandau;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Spandau, Jugendamt;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang;Aufgabe des Teilhabefachdienstes Jugend ist es, eine drohende Behinderung zu verhüten oder eine vorhandene Behinderung oder deren Folgen zu beseitigen oder zu mildern und Kinder und Jugendliche mit Behinderung in die Gesellschaft einzugliedern.;Klosterstraße;36;Jugendamt;13581;Spandau;Wilhelmstadt;030 902793200;teilhabefachdienst.jugend@ba-spandau.berlin.de;https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/jugendamt/materielle-und-familienunterstuetzende-hilfen/teilhabefachdienst-jugend-267936.php;nein;Geschlossen;09:00 - 12:00;Geschlossen;16:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.53249;13.19862
0;Sen020;Teilhabefachdienst Jugend Steglitz-Zehlendorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Steglitz-Zehlendorf;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;0;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Kirchstraße;1/3;0;14163;Steglitz-Zehlendorf;Zehlendorf;030 90299-3576 ;jugendamt-thfd@ba-sz.berlin.de;https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/jugendamt/beratung-und-unterstuetzung/blb/artikel.331387.php;nein;10:00 - 14:00;10:00 - 14:00;10:00 - 14:00;15:00 - 18:00;10:00 - 14:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Unsere Sprechstunden sind Dienstag 09:00-13:00 Uhr und Donnerstag 16:00-18:00 Uhr.;52.43333;13.25795
0;Sen026;Teilhabefachdienst Jugend Tempelhof-Schöneberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Tempelhof-Schöneberg;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Rathausstraße;27;0;12105;Tempelhof-Schöneberg;Mariendorf;030 90277-1999;teilhabefachdienst-jugend@ba-ts.berlin.de;https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/jugendamt/wir-fuer-kinder-jugendliche-und-familien/der-teilhabefachdienst-fuer-kinder-und-jugendliche-thfd-jug-in-tempelhof-schoeneberg-904318.php;nein;09:00 - 12:00;09:00 - 12:00;09:00 - 12:00;16:00 - 18:00;09:00 - 12:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.44587;13.37917
0;Sen022;Teilhabefachdienst Jugend Treptow-Köpenick;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt, Kinder & Jugendliche;Kinder & Jugendliche;Bezirksamt Treptow-Köpenick;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;0;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Groß-Berliner Damm;154;0;12489;Treptow-Köpenick;Adlershof;030 90297-5199;Teilhabefachdienst.JUG@ba-tk.berlin.de;https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/jugendamt/ueber-uns/artikel.109070.php;nein;Geschlossen;09:00 - 12:00;Geschlossen;14:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;Sprechzeiten: Dienstag von 9:00 – 12:00 Uhr und Donnerstag von 14:00 – 18:00 Uhr. ;52.43405;13.53115
0;Sen014;Teilhabefachdienst Lichtenberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Lichtenberg;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Alt-Friedrichsfelde;60;0;10360;Lichtenberg;Friedrichsfelde;030 90296-4040;info.sozialamt@lichtenberg.berlin.de;https://www.berlin.de/ba-lichtenberg/politik-und-verwaltung/behoerdenwegweiser/artikel.337821.php;nein;Geschlossen;09:00 - 12:00;09:00 - 12:00;09:00 - 12:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.50937;13.52556
0;Sen013;Teilhabefachdienst Marzahn-Hellersdorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Marzahn-Hellersdorf;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;0;Riesaer Straße;94;0;12627;Marzahn-Hellersdorf;Hellersdorf;030 90293-4397;Teilhabesoz@ba-mh.berlin.de;https://www.berlin.de/ba-marzahn-hellersdorf/politik-und-verwaltung/aemter/amt-fuer-soziales/eingliederung-fuer-behinderte/;nein;09:00 - 12:00;09:00 - 12:00;Geschlossen;09:00 - 12:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.53129;13.61631
0;392;Teilhabefachdienst Mitte;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Mitte;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang;"Der Teilhabefachdienst ist zuständig für besondere Leistungen zur selbstbestimmten Lebensführung für Menschen mit Behinderungen (Eingliederungshilfe). 
Der Teilhabefachdienst berät und entscheidet über Leistungsanträge auf Eingliederungshilfe nach dem Sozialgesetzbuch Neuntes Buch (SGB IX).";Müllerstraße;146;Rathaus Wedding;13353;Mitte;Wedding;030 9018-42361;soz-eingliederungshilfe@ba-mitte.berlin.de;https://www.berlin.de/ba-mitte;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.54766;13.3564
0;240;Teilhabefachdienst Neukölln;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Neukölln;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch;Rollstuhlrechter Zugang;"Der Teilhabefachdienst prüft Anträge auf Eingliederungshilfe nach dem SGB IX.
Menschen mit körperlichen, geistigen und seelischen Behinderungen, die durch ihre Behinderung in der Teilhabe eingeschränkt
sind, können hier Anträge stellen.";Karl-Marx-Straße;83;0;12040;Neukölln;Neukölln;030 902390;soziales@bezirksamt-neukoelln.de;https://www.berlin.de/ba-neukoelln/;nein;Geschlossen;09:00 - 12:00;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Nach telefonischer Vereinbarung.;52.48133;13.43498
0;297;Teilhabefachdienst Pankow;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Pankow;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch, Weitere Sprachen mit Sprachmittlung;Gebärdensprachler vor Ort, Rollstuhlrechter Zugang;Hier können Leistungen der Eingliederungshilfe beantragt werden. Ziel der Eingliederungshilfe ist es, Menschen mit Behinderungen eine möglichst gleichberechtigte Teilhabe in allen Lebensbereichen zu ermöglichen und ihre Selbstbestimmung zu stärken. Es finden dazu auch Beratungen statt.;Fröbelstraße;17;Haus 3;10405;Pankow;Prenzlauer Berg;030 902955-766, 030 902955-771;teilhabeplanung.sozialamt@ba-pankow.berlin.de;https://www.berlin.de/ba-pankow/politik-und-verwaltung/aemter/amt-fuer-soziales/teilhabe/;nein;Geschlossen;09:00 - 11:00;Geschlossen;09:00 - 11:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Außerhalb der Öffnungszeiten ist eine Vorsprache nur nach vorheriger Terminvereinbarung möglich.;52.5405;13.42734
0;437;Teilhabefachdienst Reinickendorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Reinickendorf;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung;Deutsch;Rollstuhlrechter Zugang;Besondere Aufgabe des Teilhabefachdienstes ist die Beratung, Begleitung und Bedarfsermittlung und Gewährung von Leistungen der Eingliederungshilfe für Menschen mit Behinderungen.;Eichborndamm;215;0;13437;Reinickendorf;Wittenau;030 902944098;Teilhabefachdienst-soz@reinickendorf.berlin.de;0;nein;09:00 - 13:00;09:00 - 13:00;09:00 - 13:00;09:00 - 13:00;09:00 - 13:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.589;13.32409
0;Sen016;Teilhabefachdienst Spandau;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Spandau;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Galenstraße;14;0;13597;Spandau;Spandau;030 90279-3548, 030 90279-3067;"soz1000@ba-spandau.berlin.de;soz4@ba-spandau.berlin.de";https://www.berlin.de/ba-spandau/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.292741.php;nein;Geschlossen;09:00 - 12:00;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.53676;13.19683
0;171;Teilhabefachdienst Steglitz-Zehlendorf;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Steglitz-Zehlendorf;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlgerechter Zugang, Rollstuhlgerechte Einrichtung;"Antragstellung auf Leistungen zur Teilhabe; Sozialgesetzbuch IX; Ermittlung von Unterstützungs-/Hilfebedarfen; passgenaue Hilfen / Angebote finden / vermitteln;";Hanna-Renate-Laurien-Platz;1;0;12247;Steglitz-Zehlendorf;Lankwitz;030 902990;soz-teilhabefachdienst@ba-sz.berlin.de;https://www.berlin.de/ba-steglitz-zehlendorf/politik-und-verwaltung/aemter/amt-fuer-soziales/teilhabefachdienst-soziales/;nein;Geschlossen;09:00 - 13:00;Geschlossen;09:00 - 13:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.43851;13.34354
0;Sen017;Teilhabefachdienst Tempelhof-Schöneberg;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Tempelhof-Schöneberg;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch;Rollstuhlrechter Zugang;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Tempelhofer Damm;165;0;12099;Tempelhof-Schöneberg;Tempelhof;030 115;sozialwesen@ba-ts.berlin.de;https://www.berlin.de/ba-tempelhof-schoeneberg/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.338665.php;nein;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.46268;13.38591
0;324;Teilhabefachdienst Treptow-Köpenick;niedrig;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Sexuell übertragbare Infektionen, Körperliche Erkrankungen, Schwangerschaft & Geburt;0;Bezirksamt Treptow-Köpenick;Sozialamt/Teilhabefachdienst;Vor Ort in der Einrichtung, Außerhalb der Einrichtung (z.B. Wohnung, Straße), Telefonberatung, Rückrufservice, Videoberatung;Deutsch, Russisch, Türkisch, Weitere Sprachen, Ukrainisch;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Der Teilhabefachdienst berät, begleitet und unterstützt Menschen, für die eine gleichberechtigte Teilhabe an der der Gesellschaft schwierig ist. Dafür berät er, ob und wie man Unterstützung, wie beispielweise betreutes Wohnen, Angebote zur Tagesstruktur oder eine Assistenz, erhalten kann. ;Hans-Schmidt-Straße;18;0;12489;Treptow-Köpenick;Adlershof;030 90297-0;sozialamt.poststelle@ba-tk.berlin.de;https://www.berlin.de/ba-treptow-koepenick/politik-und-verwaltung/aemter/amt-fuer-soziales/artikel.82884.php;nein;08:30 - 12:00;08:30 - 12:00;08:30 - 12:00;08:30 - 12:00;08:30 - 12:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Die Sprechzeiten der allgemeinen Erstberatung sind Montag bis Freitag von 08:30 Uhr bis 12:00 Uhr. Telefon:030/90297-6125.;52.4341;13.53294
0;389;Textil- und Kunstwerkstatt;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören;0;Albatros gGmbH;Psychiatrischer Zuverdienst;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch, Französisch, Portugiesisch;Rollstuhlrechter Zugang;"In unserer Werkstatt bieten wir für psychisch beeinträchtigte Menschen aus Berlin-Reinickendorf und -Mitte beschützte und therapeutisch begleitete Zuverdienst-Arbeitsplätze in den Bereichen Näh- und Papierarbeiten sowie Verkauf an.
Wir stellen unter anderem Taschen, Kissen und Grußkarten her. Unsere Produkte und auch Second-Hand-Kleidung verkaufen wir in unserem Laden.";Brunowstraße;15;0;13507;Reinickendorf;Tegel;030 4346269;zv.textil@albatrosggmbh.de;https://www.albatrosggmbh.de;nein;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;10:00 - 18:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.58769;13.28363
1;225;Therapieladen e.V.: Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e.V.;hoch;Drogen, Kiffen, Angehörige, Kinder & Jugendliche;Angehörige, Kinder & Jugendliche;Therapieladen e.V.: Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e.V.;IGPP Handlungsfeld Drogen/Sucht;Vor Ort in der Einrichtung, Online Chat;Deutsch, Englisch;Keine Angabe;Wir helfen allen, die psychische Probleme bzw. Suchtprobleme im Zusammenhang mit Ihrem Cannabiskonsum haben. Wir bitten suchtspezifische Einzel- und Gruppentherapie an. Für Minderjährige bieten wir auch Familientherapie an und unterstützen die Eltern.;Potsdamer straße;131;0;10783;Tempelhof-Schöneberg;Schöneberg;030 23607790;info@therapieladen.de;https://www.therapieladen.de;nein;09:00 - 19:00;09:00 - 18:30;09:00 - 18:30;09:00 - 18:30;09:00 - 17:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch;;52.49723;13.36212
1;303;transit;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Divers, LSBTIQ*, Angehörige, Kinder & Jugendliche;Divers, LSBTIQ*, Angehörige, Kinder & Jugendliche;ajb gmbh;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung, Telefonberatung;Deutsch, Englisch, Russisch, Spanisch;Rollstuhlgerechte Einrichtung;Wir bieten Gespräche, Gruppen und Informationen rund um das Thema psychische Gesundheit, Krisenbewältigung für junge Menschen und ihre Freund*innen und Angehörigen.;Grimmstraße;16;0;10966;Friedrichshain-Kreuzberg;Kreuzberg;030 28476647;kbs@ajb-berlin.de;https://ajb-berlin.de/angebote/kontakt-und-beratungsstelle-friedrichshain-kreuzberg-transit/;nein;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: telefonisch, per Mail;;52.49231;13.41242
1;533;TransVer- Ressourcen-Netzwerk zur interkulturellen Öffnung;mittel;Angst & Zwänge, Traurigkeit & Verzweiflung, Einsamkeit, Beziehung zu anderen Menschen, Stimmen hören, Essverhalten, Glücksspiel, Gaming, Alkohol, Drogen, Medikamente, Kiffen, Gewalterfahrung, Menschen mit Migrationshintergrund;Menschen mit Migrationshintergrund;Charité- Universitätsmedizin Berlin;Sonstiges;Vor Ort in der Einrichtung;Alle Sprachen;Rollstuhlgerechter Zugang;Wir beraten Menschen mit Migrations- und Fluchtgeschichte bei psychischen Problemen in allen Sprachen. Wir informieren, vermitteln und begleiten Sie zu der für Sie richtigen Unterstützung und Behandlung.;Müllerstraße;156 A;1. Hinterhof;13353;Mitte;Wedding;030 20969040;transver@charite.de;https://www.transver-berlin.de;nein;Geschlossen;09:00 - 18:00;Geschlossen;09:00 - 18:00;Geschlossen;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;Sie können uns jederzeit anrufen oder eine email schreiben. Wir reagieren sofort.;52.54517322;13.3599995
0;312;Traumaambulanz Berlin;niedrig;Gewalterfahrung, Angehörige;Angehörige;Friedrich von Bodelschwingh-Klinik;Klinik;Vor Ort in der Einrichtung;Deutsch, Englisch, ggf. können Dolmetscher hinzugezogen werden;Rollstuhlrechter Zugang, Rollstuhlgerechte Einrichtung;Die Traumaambulanz bietet psychotherapeutische Unterstützung für Opfer von Gewalttat. Auch Personen, die eine Gewalttat als Zeuge miterlebt haben und nahstehende Personen, die in der Folge unter psychischer Belastung leiden, können in der Traumaambulanz kostenlos Unterstützung erhalten.;Landhausstraße;33;0;10717;Charlottenburg-Wilmersdorf;Wilmersdorf;030 5472-7887;traumaambulanz@fvbk.de;https://www.bodelschwingh-klinik.de/einrichtungen-und-angebote/traumaambulanz.html;nein;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;09:00 - 16:00;Geschlossen;Geschlossen;Bitte Termin vereinbaren: vor Ort, telefonisch, per Mail;;52.48951;13.32896
1;578;Treffpunkt Mexikoplatz;mittel;Angst & Zwänge,Traurigkeit & Verzweiflung,Einsamkeit,Beziehung zu anderen Menschen,Stimmen hören;0;Perspektive Zehlendorf e. V.;Kontakt- und Beratungsstelle;Vor Ort in der Einrichtung,Telefonberatung,Rückrufservice;Deutsch,Arabisch;0;Die psychosoziale Kontakt- und Beratungsstelle steht allen Menschen offen, die gerne neue Kontakte knüpfen möchten, Sorgen, Probleme oder Ängste haben und Unterstützung suchen, in Behördenangelegenheiten Klarheit gewinnen wollen, sich in einer psychischen Krise befinden und Rat suchen (z.B. nach einem Klinikaufenthalt). Wir bieten bieten psychosoziale Beratung bei persönlichen, familiären oder psychischen Problemen an. Die Beratungen sind anonym und kostenlos.;Mexikoplatz;4;0;14163;Steglitz-Zehlendorf;Zehlendorf;030 8017026;info@treffpunkt-mexikoplatz.de;https://www.perspektive-zehlendorf.de/de/beratung-und-betreuung/kontakt-und-beratungsstelle/kontakt-und-beratungstelle.php;nein;10:00 - 17:00;12:30 - 17:00;10:00 - 14:00;10:00 - 17:30;10:00 - 11:00;Geschlossen;Geschlossen;Termine können vereinbart werden: vor Ort, telefonisch, per Mail;Offener Treff: Montag 13:00 - 14:30 Uhr, Dienstag 15:30 - 17:00 Uhr, Mittwoch 10:00 - 11:30 Uhr, Donnerstag 11:00 - 11:30 Uhr;52.43778542;13.23356473
1;Sen091;Treffpunkt mit gesundheitlicher Beratung für Frauen und Mädchen mit Migrationshintergrund und/oder Fluchterfahrungen (VAHA);mittel;Körperliche Erkrankungen, Einsamkeit, Angst & Zwänge, Traurigkeit & Verzweiflung, Gewalterfahrung;0;Stiftung SPI;IGPP Handlungsfeld Besondere Bedarfslagen;0;Deutsch, Englisch, Türkisch, Arabisch, Kurdisch, weitere Sprachen mit Dolmetschdiensten;0;Der Treffpunkt VAHA ist ein offener Treffpunkt mit gesundheitlicher Beratung nur für Frauen  und Mädchen mit Migrationshintergrund und/oder Fluchterfahrung. Wir bieten folgende Angebote an: Psychosoziale und psychologische Beratung, Begleitung ins Berliner Gesundheitssystem, Gruppenangebote, Vernetzung im Berliner Gesundheitssystem;Torfstraße;20;0;13353;Mitte;0;030 23935708;vaha@stiftung-spi.de;https://www.stiftung-spi.de/service/projekte/detail/vaha;nein;Geschlossen;09:30 - 16:00;09:30 - 16:00;09:30 - 16:00;Geschlossen;Geschlossen;Geschlossen;Keine Anmeldung nötig. ;Freitag nach Vereinbarung.;52.54124;13.35032
